Author,Title,Type_of_Ban,Secondary Author(s),State,District,Date of Challenge/Removal,Origin of Challenge,Latitude,Longitude
"Levithan, David",Two Boys Kissing,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Levithan, David",Two Boys Kissing,Banned in Libraries,,Georgia,Forsyth County Schools,2022-01-01,Administrator,33.247875,-83.441162
"Levithan, David",Two Boys Kissing,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Levithan, David",Wide Awake,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series),Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series),Banned in Libraries,,Florida,Lee County Schools,2022-05-01,Administrator,27.994402,-81.760254
"Levy, Dana Alison",The Family Fletcher Takes Rock Island (Family Fletcher Series),Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Levy, Dana Alison",The Misadventures of the Family Fletcher (Family Fletcher Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lieberman, Leanne",Gravity,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Light, Kate",Gender Identity: The Search for Self,Banned Pending Investigation,,Texas,Klein Independent School District,2021-12-01,Administrator,31.0,-100.0
"Light, Kate",Gender Identity: The Search for Self,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Limb, Sue","Girl, (Nearly) 16: Absolute Torture",Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Limb, Sue","Girl, (Nearly) 16: Absolute Torture",Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lin, Grace",A Big Mooncake for Little Star,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Lin, Grace",Dim Sum for Everyone!,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lin, Grace",Starry River of the Sky,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Linn, Laurent",Draw the Line,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lippincott, Rachael",The Lucky List,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Lo, Malinda",A Line in the Dark,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lo, Malinda",Ash,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Lo, Malinda",Ash,Banned Pending Investigation,,Texas,Klein Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lo, Malinda",Ash,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lo, Malinda",Last Night at the Telegraph Club,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Lo, Malinda",Last Night at the Telegraph Club,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"lockhart, e",Fly on the Wall: How One Girl Saw Everything,Banned in Libraries and Classrooms,,Florida,Lee County Schools,2022-03-01,Administrator,27.994402,-81.760254
"lockhart, e","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Banned in Libraries and Classrooms,,Florida,Lee County Schools,2022-03-01,Administrator,27.994402,-81.760254
"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything,Banned Pending Investigation,,Florida,Santa Rosa County District Schools,2022-04-01,Administrator,27.994402,-81.760254
"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Banned in Libraries,,Florida,Polk County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Banned Pending Investigation,,Florida,St. Lucie Public Schools,2022-02-01,Formal Challenge,27.994402,-81.760254
"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Lockington, Mariama J.",For Black Girls Like Me,Banned Pending Investigation,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Lockington, Mariama J.",For Black Girls Like Me,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"London, Alex",Black Wings Beating (Skybound Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"London, Alex",Gold Wings Rising (Skybound Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"London, Alex",Guardian (Proxy Series),Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"London, Alex",Guardian (Proxy Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"London, Alex",Proxy (Proxy Series),Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"London, Alex",Proxy (Proxy Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lookadoo, Justin",The Dateable Rules: A Guide to the Sexes,Banned Pending Investigation,"DiMarco, Hayley",Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Lord, Cynthia",A Handful of Stars,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lorde, Audre",Sister Outsider: Essays and Speeches,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Lorenzi, Natalie Dias",A Long Pitch Home,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lorenzi, Natalie Dias",Flying the Dragon,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Love, Bettina L.",We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Love, Jessica",Julián at the Wedding (Julián Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Love, Jessica",Julián Is a Mermaid (Julián Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Love, Jessica",Julián Is a Mermaid (Julián Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Luby, Brittany",Encounter,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lucas, Chad","Thanks a Lot, Universe",Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Ludwig, Trudy",The Power of One: Every Act of Kindness Counts,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Lukavics, Amy",Daughters Unto Devils,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Lukavics, Amy",Daughters Unto Devils,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lukens, F. T.",In Deeper Waters,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Lukoff, Kyle",Call Me Max (Max and Friends Series),Banned in Libraries and Classrooms,,Florida,Palm Beach County School District,2022-04-01,Administrator,27.994402,-81.760254
"Lukoff, Kyle",Call Me Max (Max and Friends Series),Banned in Libraries and Classrooms,,Indiana,Carmel Clay Schools,2021-07-01,Administrator,40.273502,-86.126976
"Lukoff, Kyle",When Aidan Became A Brother,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lukoff, Kyle",When Aidan Became A Brother,Banned in Libraries and Classrooms,,Virginia,Roanoke County Public Schools,2022-01-01,Formal Challenge,37.926868,-78.024902
"Lumbard, Rabiah York",The Gift of Ramadan,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lumumba, Chokwe","Reparations, Yes!: The Legal And Political Reasons Why New Afrikans, Black People In North America, Should Be Paid Now For The Enslavement Of Our Ancestors",Banned in Classrooms,"Obadele, Imari Abubakari; Taifa, Nkechi",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Lund, Cameron",The Best Laid Plans,Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"Lundin, Britta",Ship It,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Lundin, Britta",Ship It,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lurie, April",The Less-dead,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lyiscott, Jamila","Black Appetite. White Food.: Issues of Race, Voice, and Justice Within and Beyond the Classroom",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Lyon, George Ella",Sonny's House of Spies,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Lyon, George Ella",Sonny's House of Spies,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Lyons, Kelly Starling",Going Down Home with Daddy,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lyons, Kelly Starling","Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations",Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Lyons, Kelly Starling","Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Ma, Diana",Heiress Apparently (Daughters of the Dynasty Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Maas, Sarah J.",A Court of Frost and Starlight (A Court of Thorns and Roses Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A Court of Frost and Starlight (A Court of Thorns and Roses Series),Banned in Libraries,,Florida,St. Johns County School District,2022-05-01,Formal Challenge,27.994402,-81.760254
"Maas, Sarah J.",A Court of Frost and Starlight (A Court of Thorns and Roses Series),Banned in Classrooms,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-03-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),Banned in Libraries and Classrooms,,Idaho,Nampa School District,2022-05-01,Administrator,44.068203,-114.742043
"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),Banned in Libraries,,Tennessee,Wilson County School District,2022-05-01,Other,35.860119,-86.660156
"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),Banned in Libraries and Classrooms,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"Maas, Sarah J.",A ​Court of Silver Flames (A Court of Thorns and Roses Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A ​Court of Silver Flames (A Court of Thorns and Roses Series),Banned in Libraries and Classrooms,,Florida,Hernando School District,2021-11-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A Court of Thorns and Roses (A Court of Thorns and Roses Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",A Court of Thorns and Roses (A Court of Thorns and Roses Series),Banned in Libraries,,Texas,Katy Independent School District,2021-10-01,Administrator,31.0,-100.0
"Maas, Sarah J.",A Court of Wings and Ruin (A Court of Thorns and Roses Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",Empire of Storms (Throne of Glass Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",House of Earth and Blood (Crescent City Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Maas, Sarah J.",House of Sky and Breath (Crescent City Series),Banned Pending Investigation,,Florida,Brevard Public Schools,2022-05-01,Administrator,27.994402,-81.760254
"Mac, Carrie",10 Things I Can See from Here,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Mac, Carrie",10 Things I Can See from Here,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Mac, Carrie",Charmed,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Mac, Carrie",Crush,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Mac, Carrie",The Way Back,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"MacGill-Callahan, Sheila",And Still the Turtle Watched,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Machado, Carmen Maria",In the Dream House,Banned in Classrooms,,Texas,Leander Independent School District,2021-09-01,Administrator,31.0,-100.0
"Machado, Carmen Maria",In the Dream House,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Maclear, Kyo",It Began with a Page: How Gyo Fujikawa Drew the Way,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Madison, Megan",Our Skin: A First Conversation About Race,Banned in Libraries,"Ralli, Jessica",New Jersey,Westfield Public Schools,2021-09-01,Formal Challenge,39.833851,-74.871826
"Mafi, Tahereh",Unravel Me (Shatter Me Series),Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Mahin, Michael James",When Angels Sing: The Story of Rock Legend Carlos Santana,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Maillard, Kevin Noble",Fry Bread: A Native American Family Story,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Maison, Corey",Identity: A Story of Transitioning,Banned Pending Investigation,"Anthony, Zuiker",Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Malik, Kenan",Strange Fruit: Why Both Sides Are Wrong in the Race Debate,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Malti-Douglas, Fedwa",Encyclopedia of Sex & Gender: 4 Volume Set,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Manzer, Jenny",My Life as a Diamond,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Marcovitz, Hal",Teens & Sex,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Mardell, Ashley",The ABC's of LGBT+,Banned in Libraries and Classrooms,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
MariNaomi,Losing the Girl: Book 1 (Life on Earth),Banned in Libraries and Classrooms,,Texas,Katy Independent School District,2021-11-01,Administrator,31.0,-100.0
"Marley, Bob","Get Up, Stand Up",Banned in Classrooms,"Marley Booker, Cedella",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Maroh, Julie",Blue Is the Warmest Color,Banned in Libraries and Classrooms,,Texas,Frisco Independent School District,2022-04-01,Administrator,31.0,-100.0
"Marsalis, Wynton","Squeak, Rumble, Whomp! Whomp! Whomp!: A Sonic Adventure",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Marsden, Carolyn",The Gold-Threaded Dress,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Marsh, Sarah Glenn",The Girls Are Never Gone,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Martin Jr., Bill",Knots on a Counting Rope,Banned Pending Investigation,"Archambault, John",Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Martin, Ann M.",Boy-Crazy Stacey (The Baby-Sitters Club Series),Banned in Libraries,,Missouri,Fox C-6 School District,2022-05-01,Formal Challenge,38.573936,-92.60376
"Martin, Rafe",The Rough-Face Girl,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Martinez-Neal, Juana",Alma and How She Got Her Name,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Martinez-Neal, Juana",Alma and How She Got Her Name,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Martins, Vitor",Here the Whole Time,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Maskame, Estelle",Did I Mention I Need You? (DIMILY Series),Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Mathieu, Jennifer",The Truth About Alice: A Novel,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Mathieu, Jennifer",The Truth About Alice: A Novel,Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"Mathieu, Jennifer",The Truth About Alice: A Novel,Banned in Libraries and Classrooms,,Florida,Lee County Schools,2022-03-01,Administrator,27.994402,-81.760254
"Mathieu, Jennifer",The Truth About Alice: A Novel,Banned Pending Investigation,,Florida,Santa Rosa County District Schools,2022-04-01,Administrator,27.994402,-81.760254
"Mathieu, Jennifer",The Truth About Alice: A Novel,Banned in Libraries,,Florida,St. Lucie Public Schools,2022-01-01,Formal Challenge,27.994402,-81.760254
"Mathieu, Jennifer",The Truth About Alice: A Novel,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Mbue, Imbolo",How Beautiful We Were,Banned in Libraries and Classrooms,,South Dakota,Rapid City Area Schools,2022-04-01,Administrator,44.5,-100.0
"McAdam, Tash",Blood Sport,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"McBride, Sarah","Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned in Libraries and Classrooms,,Florida,Jackson County School District,2022-04-01,Administrator,27.994402,-81.760254
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned in Libraries,,Florida,Lee County Schools,2022-05-01,Administrator,27.994402,-81.760254
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned in Libraries and Classrooms,,Florida,St. Lucie Public Schools,2022-01-01,Formal Challenge,27.994402,-81.760254
"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"McClintock, Norah",Masked,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"McClintock, Norah",Masked,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"McCormick, Patricia",Sold,Banned Pending Investigation,,Florida,Brevard Public Schools,2022-03-01,Administrator,27.994402,-81.760254
"McCormick, Patricia",Sold,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"McCormick, Patricia",Sold,Banned in Libraries and Classrooms,,Florida,Sarasota County School,2022-05-01,Administrator,27.994402,-81.760254
"McCormick, Patricia",Sold,Banned in Libraries,,Florida,St. Johns County School District,2022-05-01,Formal Challenge,27.994402,-81.760254
"McCormick, Patricia",Sold,Banned in Libraries and Classrooms,,Idaho,Nampa School District,2022-05-01,Administrator,44.068203,-114.742043
"McCormick, Patricia",Sold,Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"McCormick, Patricia",Sold,Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"McCoy, Kathy",The Teenage Body Book,Banned in Libraries,"Wibbelsman, Charles",Texas,Cypress-Fairbanks Independent School District,2022-01-01,Administrator,31.0,-100.0
"McCoy, Kathy",The Teenage Body Book,Banned in Libraries,"Wibbelsman, Charles",Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"McCoy, Mary",Indestructible Object,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McCullough, Joy",Blood Water Paint,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"McDaniel, Breanna J.",Hands Up!,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McDonough, Yona Zeldis",What Was the Underground Railroad? (What was...? Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McFerran, Shannon",Synchro Boy,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McGhee, Holly M.",Come with Me,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McGinnis, Mindy",Heroine,Banned Pending Investigation,,Missouri,Rockwood School District,2021-10-01,Formal Challenge,38.573936,-92.60376
"McGuire, Seanan",Every Heart a Doorway (Seanan McGuire Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McIlwain, Charlton D.","Black Software: The Internet & Racial Justice, from the Afronet to Black Lives Matter",Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"McIntosh, Kenneth",Gender Issues (Living with a Special Need),Banned in Libraries,"Walker, Ida",Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"McKay, Hilary",Lulu and the Duck in the Park (Lulu Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Mckesson, DeRay",On the Other Side of Freedom: The Case for Hope,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McLemore, Anna-Marie",Blanca & Roja,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McLemore, Anna-Marie",Dark and Deepest Red,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McLemore, Anna-Marie",When the Moon Was Ours,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"McLemore, Anna-Marie",When the Moon Was Ours,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"McManis, Charlene Willing",Indian No More,Banned Pending Investigation,"Sorell, Traci",Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"McManis, Charlene Willing",Indian No More,Banned in Classrooms,"Sorell, Traci",Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McMann, Lisa",Fade (Wake Series),Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"McMann, Lisa",Fade (Wake Series),Banned in Libraries and Classrooms,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"McNabb, Charlie","Nonbinary Gender Identities: History, Culture, Resources",Banned in Libraries and Classrooms,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McNeil, Gretchen",#MurderTrending (MurderTrending Series),Banned Pending Investigation,,Kansas,Goddard Public Schools,2021-11-01,Administrator,38.5,-98.0
"McQuinn, Anna",Lola at the Library (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola at the Library with Mommy (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola Gets a Cat (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola Goes to School (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola Loves Stories (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola Loves Stories with Daddy (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola Plants a Garden (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola Reads to Leo (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McQuinn, Anna",Lola Sleeps Over (Lola Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"McSmith, Tobly",Act Cool,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"McSmith, Tobly",Stay Gold,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
