Author,Title,Type_of_Ban,Secondary Author(s),State,District,Date of Challenge/Removal,Origin of Challenge,Latitude,Longitude
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned in Libraries,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned in Libraries and Classrooms,,Idaho,Nampa School District,2022-05-01,Administrator,44.068203,-114.742043
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned Pending Investigation,,Michigan,Gladwin Community Schools,2022-05-01,Administrator,44.182205,-84.506836
"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),Banned Pending Investigation,,Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Clare, Cassandra",Clockwork Princess (The Infernal Devices Series),Banned in Libraries and Classrooms,,Idaho,Nampa School District,2022-05-01,Administrator,44.068203,-114.742043
"Clare, Cassandra",Clockwork Princess (The Infernal Devices Series),Banned Pending Investigation,,Tennessee,Wilson County School District,2022-05-01,Other,35.860119,-86.660156
"Clare, Cassandra",The Lost Book of the White (The Eldest Curses Series),Banned Pending Investigation,"Chu, Wesley",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Clare, Cassandra",The Red Scrolls of Magic,Banned Pending Investigation,"Chu, Wesley",Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Clare, Cassandra",The Red Scrolls of Magic,Banned Pending Investigation,"Chu, Wesley",Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Clare, Cassandra",The Red Scrolls of Magic (The Eldest Curses Series),Banned Pending Investigation,"Chu, Wesley",Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Clark-Robinson, Monica",Let the Children March,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Clark, Kristin Elizabeth",Freakboy,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Clark, Kristin Elizabeth","Jess, Chunk, and the Road Trip to Infinity",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Clarke, Cassandra Rose",Forget This Ever Happened,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Clarke, Cat",The Pants Project,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Clarke, Hannah Abigail",The Scapegracers (Scapegracers Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Clements, Andrew",Extra Credit,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Clifton, Lucille",The Boy Who Didn't Believe in Spring,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Cline-Ransome, Lesa",Before She Was Harriet,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Coates, Ta-Nehisi",Between the World and Me,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Coates, Ta-Nehisi",Between the World and Me,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Coates, Ta-Nehisi",We Were Eight Years in Power: An American Tragedy,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Coerr, Eleanor",Sadako,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Cohen, Adam","Imbeciles: The Supreme Court, American Eugenics, and the Sterilization of Carrie Buck",Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Cohen, Barbara","Thank You, Jackie Robinson",Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Cohen, Caron Lee",The Mud Pony,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Cohn, Rachel",Gingerbread (Cyd Charisse Series),Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Cohn, Rachel",Gingerbread (Cyd Charisse Series),Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Cohn, Rachel",Naomi and Ely's No Kiss List,Banned Pending Investigation,"Levithan, David",Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Cokal, Susann",The Kingdom of Little Wounds,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Colbert, Brandy",Little & Lion,Banned in Libraries and Classrooms,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Colbert, Brandy",Little & Lion,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Colbert, Brandy",Little & Lion,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Cole, Brock",The Facts Speak for Themselves,Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Coles, Jay",Things We Couldn't Say,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Coles, Robert",The Story of Ruby Bridges,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Collins, B. R.",The Traitor Game,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Collins, Orlagh",All the Invisible Things,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Conley, Garrard","Boy Erased: A Memoir of Identity, Faith, and Family",Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Connor, Leslie",A Home for Goddesses and Dogs,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Connors, Kathleen",The Life of Rosa Parks (Famous Lives Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Constantine, Alysia",Short Stuff: A Young Adult LGBTQ+ Anthology,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Cook, Maria",Gender Identity: Beyond Pronouns and Bathrooms,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Cook, Maria",Gender Identity: Beyond Pronouns and Bathrooms,Banned in Libraries and Classrooms,,Texas,Prosper Independent School District,2022-03-01,Administrator,31.0,-100.0
"Cook, Trish",Notes from the Blender,Banned Pending Investigation,"Halpin, Brendan",Texas,Fredericksburg Independent School District,2022-03-01,Administrator,31.0,-100.0
"Cook, Trish",Notes from the Blender,Banned Pending Investigation,"Halpin, Brendan",Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Cook, Trish",Notes from the Blender,Banned Pending Investigation,"Halpin, Brendan",Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Cooke, Trish","Full, Full, Full of Love",Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Cooper, Floyd",Max and the Tag-Along Moon,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Córdova, Zoraida",Bruja Born (Brooklyn Brujas Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Córdova, Zoraida",Labyrinth Lost (Brooklyn Brujas Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Córdova, Zoraida",Wayward Witch (Brooklyn Brujas Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Córdova, Zoraida",Wayward Witch (Brooklyn Brujas Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Corey, Shana",Malala: A Hero for All (Step into Reading Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Corinna, Heather",S.E.X.: The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School and College,Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Corinna, Heather","Wait, What?: A Comic Book Guide to Relationships, Bodies, and Growing Up",Banned Pending Investigation,,Florida,Walton County School District,2022-04-01,Administrator,27.994402,-81.760254
"Cornwall, Gaia",Jabari Jumps (Jabari Series),Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Cosson, M. J.",A Dream Come True: Coming to America from Vietnam-1975,Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Cotugno, Katie",How to Love,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Cotugno, Katie",How to Love,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Couch, Robbie",The Sky Blues,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Coulson, Art",Unstoppable: How Jim Thorpe and the Carlisle Indian School Football Team Defeated Army (Encounter: Narrative Nonfiction Picture Books Series),Banned Pending Investigation,,Florida,Duval County Public Schools,2022-01-01,Administrator,27.994402,-81.760254
"Coulthurst, Audrey",Of Fire and Stars (Of Fire and Stars Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Coulthurst, Audrey",Of Fire and Stars (Of Fire and Stars Series),Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Coulthurst, Audrey",Of Fire and Stars (Of Fire and Stars Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Coulthurst, Audrey",Of Ice and Shadows (Of Fire and Stars Series),Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Coulthurst, Audrey",Of Ice and Shadows (Of Fire and Stars Series),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Cox, Judy",My Family Plays Music,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Craft, Jerry",Class Act,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Craft, Jerry",Class Act,Banned in Libraries,,Texas,Katy Independent School District,2021-09-01,Administrator,31.0,-100.0
"Craft, Jerry",Class Act,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Craft, Jerry",New Kid,Banned in Classrooms,,Pennsylvania,Central York School District,2021-08-01,Administrator,41.203323,-77.194527
"Craft, Jerry",New Kid,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Craft, Jerry",New Kid,Banned in Libraries,,Texas,Katy Independent School District,2021-09-01,Administrator,31.0,-100.0
"Craft, Jerry",New Kid,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Craig, Joe",A Guy's Guide to Sexuality and Sexual Identity in the 21st Century,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Creech, Sharon",Walk Two Moons,Banned in Classrooms,,Tennessee,Williamson County Schools,2021-11-01,Formal Challenge,35.860119,-86.660156
"Cremer, Andrea",Rift (Nightshade Prequel Series),Banned Pending Investigation,,Florida,Indian River County School District,2021-11-01,Administrator,27.994402,-81.760254
"Cronn-Mills, Kirstin",Beautiful Music for Ugly Children,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Cronn-Mills, Kirstin",Striving for Equality: LGBTQ Athletes Claim the Field,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Crutcher, Chris",Staying Fat for Sarah Byrnes,Banned Pending Investigation,,Texas,Granbury Independent School District,2022-01-01,Administrator,31.0,-100.0
"Crutcher, Chris",Staying Fat for Sarah Byrnes,Banned in Libraries,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Crutcher, Chris",Whale Talk,Banned Pending Investigation,,Oklahoma,Bristow Public Schools,2021-10-01,Administrator,36.084621,-96.921387
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,,Florida,Palm Beach County School District,2022-04-01,Administrator,27.994402,-81.760254
"Curato, Mike",Flamer,Banned Pending Investigation,,Michigan,Rochester Community Schools District,2022-04-01,Administrator,44.182205,-84.506836
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,,Oklahoma,Bixby Public Schools,2022-06-01,Administrator,36.084621,-96.921387
"Curato, Mike",Flamer,Banned Pending Investigation,,Tennessee,Collierville Schools,2022-02-01,Administrator,35.860119,-86.660156
"Curato, Mike",Flamer,Banned in Libraries,,Texas,Clear Creek Independent School District,2022-02-01,Administrator,31.0,-100.0
"Curato, Mike",Flamer,Banned Pending Investigation,,Texas,Katy Independent School District,2022-01-01,Administrator,31.0,-100.0
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,,Texas,Keller Independent School District,2021-11-01,Formal Challenge,31.0,-100.0
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,,Texas,Klein Independent School District,2022-05-01,Administrator,31.0,-100.0
"Curato, Mike",Flamer,Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,,Wisconsin,School District of Waukesha,2021-12-01,Administrator,44.5,-89.5
"Currie-McGhee, Leanna",LGBT Families (Changing Families),Banned Pending Investigation,,Texas,North East Independent School District,2021-12-01,Administrator,31.0,-100.0
